gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn,Charges_Per_Tenure,TotalCharges
Female,0,No,8,Yes,No,DSL,Month-to-month,49.85,Yes,5.538888888888889,398.8
Female,0,Yes,15,Yes,No,DSL,Month-to-month,19.8,No,1.2375,297.0
Male,0,Yes,66,No,No,DSL,Two year,54.65,No,0.8156716417910448,3606.9
Male,1,No,12,No,No,DSL,Month-to-month,29.35,No,2.2576923076923077,352.20000000000005
Male,0,No,58,Yes,No,DSL,Two year,19.15,No,0.32457627118644067,1110.6999999999998
Female,0,Yes,3,Yes,No,DSL,Two year,19.1,No,4.775,57.300000000000004
Female,1,No,43,No,No,DSL,Month-to-month,55.55,Yes,1.2625,2388.65
Female,0,No,9,Yes,No,Fiber optic,Month-to-month,80.55,No,8.055,724.9499999999999
Female,0,No,3,Yes,No,DSL,One year,20.25,No,5.0625,60.75
Female,0,Yes,22,Yes,No,DSL,One year,69.5,Yes,3.0217391304347827,1529.0
Male,0,No,40,Yes,Yes,Fiber optic,One year,106.0,No,2.5853658536585367,4240.0
Female,0,No,68,Yes,Yes,DSL,Two year,25.5,No,0.3695652173913043,1734.0
Male,0,No,54,Yes,Yes,Fiber optic,Month-to-month,104.3,Yes,1.8963636363636363,5632.2
Female,0,No,50,Yes,Yes,DSL,Two year,79.6,No,1.56078431372549,3979.9999999999995
Male,0,No,1,Yes,No,DSL,Month-to-month,55.25,No,27.625,55.25
Female,0,No,72,Yes,Yes,DSL,Two year,88.05,No,1.2061643835616438,6339.599999999999
Male,0,Yes,40,Yes,No,DSL,One year,20.4,No,0.49756097560975604,816.0
Female,0,Yes,72,Yes,Yes,Fiber optic,Two year,117.6,No,1.6109589041095889,8467.199999999999
Female,0,No,6,Yes,No,DSL,Month-to-month,20.0,No,2.857142857142857,120.0
Female,0,No,5,Yes,No,DSL,Month-to-month,19.65,No,3.275,98.25
Male,0,No,48,Yes,Yes,DSL,One year,70.55,No,1.4397959183673468,3386.3999999999996
Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,93.85,Yes,46.925,93.85
Female,0,Yes,64,Yes,No,DSL,One year,65.8,No,1.0123076923076924,4211.2
Female,0,No,17,Yes,No,DSL,One year,20.05,No,1.113888888888889,340.85
Male,0,No,40,Yes,No,Fiber optic,Month-to-month,80.0,No,1.951219512195122,3200.0
Female,0,Yes,41,No,No,DSL,One year,35.4,No,0.8428571428571429,1451.3999999999999
Male,1,No,51,Yes,Yes,Fiber optic,One year,79.6,No,1.5307692307692307,4059.6
Male,0,No,41,Yes,Yes,Fiber optic,Month-to-month,80.25,No,1.9107142857142858,3290.25
Female,0,Yes,1,Yes,No,DSL,Month-to-month,50.45,Yes,25.225,50.45
Female,0,No,2,Yes,No,DSL,Month-to-month,20.45,No,6.816666666666666,40.9
Male,0,No,68,Yes,No,Fiber optic,One year,79.6,No,1.153623188405797,5412.799999999999
Female,0,Yes,24,Yes,Yes,DSL,Two year,24.7,No,0.988,592.8
Male,0,No,70,Yes,Yes,DSL,Two year,77.3,No,1.088732394366197,5411.0
Male,0,No,3,No,No,DSL,Month-to-month,29.75,No,7.4375,89.25
Male,0,No,2,Yes,No,DSL,Month-to-month,44.9,No,14.966666666666667,89.8
Male,0,No,3,No,No,DSL,Month-to-month,29.8,No,7.45,89.4
Female,0,No,7,Yes,Yes,DSL,Month-to-month,74.65,Yes,9.33125,522.5500000000001
Female,0,No,13,Yes,No,DSL,Month-to-month,71.95,No,5.139285714285714,935.35
Male,0,No,7,Yes,No,DSL,Month-to-month,20.75,No,2.59375,145.25
Male,0,Yes,12,Yes,No,DSL,Month-to-month,56.3,No,4.3307692307692305,675.5999999999999
Male,0,Yes,53,Yes,Yes,Fiber optic,One year,105.25,No,1.9490740740740742,5578.25
Female,0,No,12,Yes,Yes,Fiber optic,Month-to-month,94.2,Yes,7.246153846153846,1130.4
Male,0,Yes,63,Yes,No,DSL,Two year,19.55,No,0.30546875,1231.65
Female,0,No,15,Yes,No,DSL,Month-to-month,84.45,No,5.278125,1266.75
Male,0,Yes,36,Yes,No,DSL,One year,53.65,No,1.45,1931.3999999999999
Male,1,No,4,No,No,DSL,Month-to-month,29.9,No,5.9799999999999995,119.6
Female,0,Yes,24,Yes,No,DSL,Two year,19.7,No,0.7879999999999999,472.79999999999995
Female,0,No,61,No,No,DSL,One year,43.7,No,0.7048387096774194,2665.7000000000003
Male,0,No,16,Yes,Yes,DSL,Month-to-month,55.3,No,3.2529411764705882,884.8
Male,0,Yes,65,Yes,No,DSL,Two year,19.85,No,0.3007575757575758,1290.25
Female,0,Yes,26,Yes,No,DSL,Two year,19.65,No,0.7277777777777777,510.9
Male,0,No,16,Yes,No,DSL,Month-to-month,49.45,No,2.908823529411765,791.2
Female,0,No,54,Yes,Yes,Fiber optic,One year,106.55,Yes,1.9372727272727273,5753.7
Male,0,No,1,Yes,No,DSL,Month-to-month,20.1,Yes,10.05,20.1
Male,0,Yes,5,Yes,No,DSL,Two year,20.45,No,3.408333333333333,102.25
Female,0,No,19,No,No,DSL,Month-to-month,39.7,No,1.985,754.3000000000001
Male,0,No,10,Yes,Yes,DSL,Month-to-month,54.5,No,4.954545454545454,545.0
Female,0,Yes,23,Yes,No,Fiber optic,Month-to-month,83.8,Yes,3.4916666666666667,1927.3999999999999
Male,0,No,3,Yes,No,DSL,Month-to-month,55.15,Yes,13.7875,165.45
Female,0,No,72,Yes,Yes,Fiber optic,Two year,111.6,No,1.5287671232876712,8035.2
Male,1,No,10,Yes,Yes,Fiber optic,Month-to-month,86.65,Yes,7.877272727272728,866.5
Female,0,Yes,10,Yes,No,DSL,Month-to-month,55.55,No,5.05,555.5
Male,0,No,11,Yes,No,DSL,One year,20.55,No,1.7125000000000001,226.05
Female,1,No,37,Yes,Yes,Fiber optic,Month-to-month,106.75,Yes,2.8092105263157894,3949.75
Male,0,Yes,17,Yes,Yes,DSL,One year,62.1,No,3.45,1055.7
Female,0,Yes,36,Yes,Yes,Fiber optic,Month-to-month,104.5,No,2.824324324324324,3762.0
Male,1,No,17,Yes,No,Fiber optic,Month-to-month,101.8,No,5.655555555555555,1730.6
Female,1,Yes,66,Yes,Yes,Fiber optic,One year,110.6,No,1.6507462686567163,7299.599999999999
Male,0,Yes,61,Yes,No,DSL,One year,84.9,No,1.3693548387096774,5178.900000000001
Male,0,No,22,Yes,No,Fiber optic,Month-to-month,93.2,No,4.052173913043478,2050.4
Male,0,No,1,No,No,DSL,Month-to-month,24.4,No,12.2,24.4
Female,0,No,6,Yes,No,Fiber optic,Month-to-month,70.55,No,10.078571428571427,423.29999999999995
Male,0,No,31,Yes,No,Fiber optic,Month-to-month,78.45,Yes,2.4515625,2431.9500000000003
Female,0,Yes,68,Yes,No,DSL,Two year,85.0,No,1.2318840579710144,5780.0
Female,0,Yes,34,Yes,Yes,Fiber optic,Month-to-month,87.45,Yes,2.4985714285714287,2973.3
Female,0,Yes,52,Yes,No,Fiber optic,Month-to-month,85.8,No,1.6188679245283017,4461.599999999999
Female,0,Yes,10,Yes,No,Fiber optic,Month-to-month,91.1,No,8.281818181818181,911.0
Male,0,Yes,29,Yes,No,Fiber optic,Month-to-month,70.75,Yes,2.3583333333333334,2051.75
Female,0,Yes,72,Yes,No,DSL,Two year,20.1,No,0.2753424657534247,1447.2
Male,0,Yes,47,Yes,No,DSL,One year,20.05,No,0.41770833333333335,942.35
Male,0,Yes,24,Yes,Yes,DSL,One year,74.8,No,2.992,1795.1999999999998
Male,0,No,65,Yes,Yes,DSL,One year,24.8,No,0.3757575757575758,1612.0
Female,0,No,4,Yes,Yes,Fiber optic,Month-to-month,100.85,No,20.169999999999998,403.4
Male,1,No,12,Yes,Yes,Fiber optic,Month-to-month,101.35,Yes,7.796153846153846,1216.1999999999998
Male,0,No,1,Yes,Yes,Fiber optic,Month-to-month,81.7,Yes,40.85,81.7
Male,0,No,33,Yes,No,Fiber optic,Month-to-month,68.25,Yes,2.0073529411764706,2252.25
Female,0,No,34,Yes,No,Fiber optic,Month-to-month,105.1,No,3.0028571428571427,3573.3999999999996
Female,0,No,14,Yes,No,DSL,Two year,20.4,No,1.3599999999999999,285.59999999999997
Female,0,No,4,Yes,No,Fiber optic,Month-to-month,79.15,Yes,15.830000000000002,316.6
Male,0,Yes,13,Yes,No,DSL,One year,20.0,No,1.4285714285714286,260.0
Female,0,Yes,65,Yes,Yes,DSL,Two year,79.4,No,1.2030303030303031,5161.0
Male,0,Yes,23,Yes,No,DSL,One year,57.2,No,2.3833333333333333,1315.6000000000001
Male,0,No,55,Yes,No,DSL,Two year,58.6,No,1.0464285714285715,3223.0
Male,0,No,49,Yes,No,Fiber optic,Two year,94.8,No,1.896,4645.2
Male,0,No,60,Yes,Yes,Fiber optic,One year,102.5,No,1.680327868852459,6150.0
Female,0,Yes,69,Yes,No,DSL,One year,20.35,No,0.29071428571428576,1404.15
Male,0,No,40,Yes,Yes,Fiber optic,Month-to-month,84.9,No,2.0707317073170732,3396.0
Male,0,No,67,Yes,No,DSL,Two year,69.2,No,1.0176470588235293,4636.400000000001
Male,1,No,35,Yes,Yes,Fiber optic,Month-to-month,95.45,Yes,2.651388888888889,3340.75
Male,0,Yes,19,Yes,Yes,Fiber optic,One year,100.95,Yes,5.0475,1918.05
Female,0,Yes,13,Yes,No,DSL,Two year,20.85,No,1.4892857142857143,271.05
Female,0,Yes,41,Yes,Yes,Fiber optic,Month-to-month,88.5,No,2.107142857142857,3628.5
Female,0,No,4,No,No,DSL,Month-to-month,35.0,No,7.0,140.0
Female,0,Yes,24,Yes,No,DSL,Month-to-month,55.15,No,2.206,1323.6
Female,0,No,5,No,No,DSL,Month-to-month,50.95,No,8.491666666666667,254.75
Female,0,No,5,Yes,Yes,DSL,Month-to-month,64.0,No,10.666666666666666,320.0
Female,0,Yes,1,Yes,No,Fiber optic,Month-to-month,69.1,Yes,34.55,69.1
Female,0,Yes,72,Yes,Yes,DSL,Two year,80.2,No,1.0986301369863014,5774.400000000001
Female,0,No,24,Yes,No,DSL,Month-to-month,49.3,No,1.972,1183.1999999999998
Female,0,No,42,Yes,Yes,DSL,Two year,84.35,No,1.9616279069767442,3542.7
Female,0,No,4,Yes,No,DSL,Month-to-month,20.05,No,4.01,80.2
Male,0,No,68,Yes,Yes,Fiber optic,One year,117.2,No,1.6985507246376812,7969.6
Female,0,Yes,33,Yes,No,DSL,One year,20.1,No,0.5911764705882353,663.3000000000001
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,69.6,Yes,34.8,69.6
Male,0,No,31,Yes,Yes,Fiber optic,One year,103.45,Yes,3.2328125,3206.9500000000003
Female,0,No,4,Yes,Yes,Fiber optic,Month-to-month,77.95,Yes,15.59,311.8
Male,1,No,69,Yes,Yes,Fiber optic,Two year,109.95,No,1.5707142857142857,7586.55
Male,1,No,38,Yes,Yes,Fiber optic,Month-to-month,94.75,No,2.4294871794871793,3600.5
Female,0,Yes,3,Yes,No,Fiber optic,Month-to-month,80.0,No,20.0,240.0
Female,0,Yes,48,Yes,Yes,DSL,Two year,79.65,No,1.6255102040816327,3823.2000000000003
Female,0,No,15,Yes,Yes,DSL,Two year,25.2,No,1.575,378.0
Female,0,No,25,Yes,No,DSL,One year,19.9,No,0.7653846153846153,497.49999999999994
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,78.45,Yes,39.225,78.45
Female,0,No,48,No,No,DSL,Month-to-month,44.8,No,0.9142857142857143,2150.3999999999996
Male,0,No,1,Yes,No,DSL,Month-to-month,20.3,No,10.15,20.3
Male,0,No,1,Yes,No,DSL,Month-to-month,19.2,No,9.6,19.2
Female,0,No,37,Yes,No,Fiber optic,One year,80.05,No,2.106578947368421,2961.85
Male,1,No,66,Yes,Yes,Fiber optic,One year,107.35,No,1.6022388059701491,7085.099999999999
Female,0,No,26,No,No,DSL,One year,47.85,No,1.7722222222222224,1244.1000000000001
Male,0,No,63,Yes,No,DSL,One year,70.8,No,1.10625,4460.4
Male,0,No,10,No,No,DSL,Month-to-month,29.5,Yes,2.6818181818181817,295.0
Female,0,No,2,Yes,No,DSL,Month-to-month,70.75,Yes,23.583333333333332,141.5
Male,1,No,18,Yes,No,DSL,Month-to-month,59.1,No,3.110526315789474,1063.8
Female,0,No,64,Yes,Yes,DSL,Two year,25.55,No,0.3930769230769231,1635.2
Female,1,No,9,Yes,Yes,Fiber optic,Month-to-month,84.45,Yes,8.445,760.0500000000001
Female,0,Yes,28,Yes,No,DSL,Month-to-month,20.25,No,0.6982758620689655,567.0
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,75.55,No,37.775,75.55
Male,0,No,4,Yes,Yes,Fiber optic,Month-to-month,85.65,Yes,17.130000000000003,342.6
Male,1,No,38,Yes,No,DSL,One year,70.15,Yes,1.7987179487179488,2665.7000000000003
Male,0,No,66,Yes,Yes,Fiber optic,One year,95.3,No,1.4223880597014924,6289.8
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,70.25,No,35.125,70.25
Female,0,No,18,Yes,No,DSL,Month-to-month,50.3,No,2.6473684210526316,905.4
Male,1,No,51,Yes,Yes,Fiber optic,Month-to-month,97.8,Yes,1.8807692307692307,4987.8
Male,0,Yes,0,Yes,No,DSL,Two year,19.85,No,19.85,0.0
Male,0,No,1,Yes,No,DSL,Month-to-month,46.3,Yes,23.15,46.3
Male,0,Yes,12,Yes,No,DSL,Two year,19.35,No,1.4884615384615385,232.20000000000002
Female,0,No,41,Yes,Yes,Fiber optic,Month-to-month,106.3,Yes,2.530952380952381,4358.3
Male,0,No,12,Yes,Yes,DSL,Month-to-month,25.0,No,1.9230769230769231,300.0
Female,0,Yes,55,Yes,No,DSL,Two year,20.3,No,0.3625,1116.5
Female,0,No,7,Yes,Yes,Fiber optic,Month-to-month,75.35,No,9.41875,527.4499999999999
Female,0,No,12,Yes,No,Fiber optic,Month-to-month,89.4,Yes,6.876923076923077,1072.8000000000002
Female,0,Yes,68,Yes,Yes,DSL,Two year,88.0,No,1.2753623188405796,5984.0
Female,1,No,5,Yes,Yes,Fiber optic,Month-to-month,83.15,Yes,13.858333333333334,415.75
Female,1,No,49,Yes,No,DSL,Month-to-month,43.8,No,0.8759999999999999,2146.2
Male,0,No,40,No,No,DSL,One year,62.05,No,1.5134146341463415,2482.0
Female,0,No,16,Yes,No,DSL,One year,20.1,No,1.1823529411764706,321.6
Male,0,No,10,Yes,Yes,Fiber optic,Month-to-month,74.15,Yes,6.740909090909091,741.5
Female,0,No,72,Yes,Yes,Fiber optic,One year,101.35,No,1.3883561643835616,7297.2
Female,1,No,2,Yes,Yes,Fiber optic,Month-to-month,84.05,No,28.016666666666666,168.1
Male,0,Yes,23,Yes,No,DSL,Two year,20.9,No,0.8708333333333332,480.7
Female,1,No,71,Yes,Yes,Fiber optic,One year,105.9,No,1.4708333333333334,7518.900000000001
Female,0,No,11,Yes,Yes,Fiber optic,Month-to-month,99.5,Yes,8.291666666666666,1094.5
Male,0,No,1,Yes,No,DSL,Month-to-month,44.15,Yes,22.075,44.15
Female,0,No,16,Yes,No,DSL,Month-to-month,53.9,Yes,3.1705882352941175,862.4
Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,85.45,Yes,42.725,85.45
Male,0,No,12,Yes,No,Fiber optic,Month-to-month,85.05,No,6.542307692307692,1020.5999999999999
Female,0,No,54,No,No,DSL,One year,44.1,No,0.8018181818181819,2381.4
Female,0,No,68,Yes,Yes,Fiber optic,Two year,90.2,No,1.3072463768115943,6133.6
Female,0,Yes,4,Yes,Yes,DSL,Month-to-month,50.85,Yes,10.17,203.4
Female,0,Yes,1,Yes,No,DSL,Month-to-month,59.2,Yes,29.6,59.2
Male,0,No,27,Yes,No,DSL,Month-to-month,53.45,No,1.9089285714285715,1443.15
Male,0,No,21,Yes,No,DSL,Month-to-month,19.95,No,0.9068181818181817,418.95
Male,0,No,13,Yes,No,Fiber optic,Month-to-month,83.2,Yes,5.942857142857143,1081.6000000000001
Female,1,No,64,Yes,Yes,DSL,Month-to-month,74.65,No,1.1484615384615386,4777.6
Female,0,No,1,Yes,No,DSL,Month-to-month,54.9,Yes,27.45,54.9
Male,0,No,57,No,No,DSL,Two year,57.5,No,0.9913793103448276,3277.5
Female,0,No,21,Yes,Yes,Fiber optic,Month-to-month,103.9,Yes,4.722727272727273,2181.9
Male,0,No,19,Yes,No,DSL,Two year,19.65,No,0.9824999999999999,373.34999999999997
Male,0,No,31,Yes,No,Fiber optic,One year,93.8,No,2.93125,2907.7999999999997
Male,0,No,52,Yes,Yes,DSL,Two year,89.25,No,1.6839622641509433,4641.0
Female,0,No,46,Yes,Yes,Fiber optic,One year,94.15,No,2.0031914893617024,4330.900000000001
Female,1,No,11,Yes,Yes,DSL,Month-to-month,55.6,No,4.633333333333334,611.6
Female,0,Yes,53,No,No,DSL,Month-to-month,48.7,No,0.9018518518518519,2581.1000000000004
Female,0,Yes,11,Yes,No,DSL,Month-to-month,19.25,Yes,1.6041666666666667,211.75
Male,1,No,57,Yes,Yes,Fiber optic,Month-to-month,104.9,No,1.8086206896551724,5979.3
Female,1,No,2,Yes,Yes,Fiber optic,Month-to-month,75.45,Yes,25.150000000000002,150.9
Female,1,No,2,Yes,No,DSL,Month-to-month,54.85,Yes,18.283333333333335,109.7
Female,0,Yes,71,Yes,No,DSL,Two year,19.9,No,0.27638888888888885,1412.8999999999999
Female,0,Yes,1,Yes,No,DSL,Month-to-month,19.4,No,9.7,19.4
Male,0,No,68,Yes,Yes,DSL,Two year,25.05,No,0.3630434782608696,1703.4
Male,0,No,72,Yes,No,DSL,Two year,84.45,No,1.156849315068493,6080.400000000001
Female,0,No,2,Yes,No,DSL,Month-to-month,19.3,No,6.433333333333334,38.6
Male,1,No,1,Yes,Yes,Fiber optic,Month-to-month,95.1,Yes,47.55,95.1
Female,0,No,41,Yes,No,DSL,One year,79.85,No,1.901190476190476,3273.85
Male,0,Yes,72,Yes,Yes,DSL,Two year,25.55,No,0.35000000000000003,1839.6000000000001
Male,0,No,6,Yes,Yes,Fiber optic,Month-to-month,75.5,Yes,10.785714285714286,453.0
Female,0,Yes,4,Yes,No,Fiber optic,Month-to-month,73.75,Yes,14.75,295.0
Male,0,No,12,Yes,Yes,Fiber optic,Month-to-month,96.05,Yes,7.388461538461538,1152.6
Female,0,No,58,Yes,Yes,DSL,One year,68.4,No,1.1593220338983052,3967.2000000000003
Female,0,No,7,Yes,No,DSL,Month-to-month,20.65,No,2.58125,144.54999999999998
Female,0,No,65,Yes,No,DSL,Month-to-month,55.15,No,0.8356060606060606,3584.75
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,70.6,No,35.3,70.6
Male,0,No,56,Yes,No,DSL,One year,19.95,No,0.35,1117.2
Male,0,No,4,Yes,No,DSL,Month-to-month,19.0,No,3.8,76.0
Female,0,Yes,58,Yes,No,DSL,One year,44.1,No,0.747457627118644,2557.8
Male,0,No,62,Yes,Yes,Fiber optic,Two year,107.6,No,1.7079365079365079,6671.2
Male,0,No,26,Yes,Yes,DSL,One year,61.55,No,2.2796296296296297,1600.3
Male,0,No,62,Yes,Yes,Fiber optic,Month-to-month,90.7,No,1.4396825396825397,5623.400000000001
Female,0,Yes,58,Yes,No,Fiber optic,One year,99.25,No,1.6822033898305084,5756.5
Female,0,No,68,Yes,Yes,DSL,Two year,91.7,No,1.3289855072463768,6235.6
Female,0,Yes,61,Yes,Yes,Fiber optic,One year,100.7,No,1.6241935483870968,6142.7
Female,0,No,42,Yes,Yes,DSL,Two year,78.45,No,1.8244186046511628,3294.9
Male,0,No,18,Yes,Yes,Fiber optic,Month-to-month,84.3,No,4.436842105263158,1517.3999999999999
Female,0,No,56,Yes,No,DSL,Two year,19.55,No,0.3429824561403509,1094.8
Female,0,No,4,Yes,Yes,Fiber optic,Month-to-month,88.95,Yes,17.79,355.8
Female,0,No,4,Yes,No,DSL,Month-to-month,20.45,No,4.09,81.8
Female,0,Yes,35,Yes,No,DSL,One year,55.6,No,1.5444444444444445,1946.0
Female,0,Yes,64,Yes,Yes,Fiber optic,Month-to-month,86.8,No,1.3353846153846154,5555.2
Female,0,No,31,Yes,No,DSL,One year,20.95,No,0.6546875,649.4499999999999
Female,1,No,67,Yes,No,DSL,Two year,20.05,No,0.2948529411764706,1343.3500000000001
Female,0,No,4,Yes,No,DSL,Month-to-month,50.7,Yes,10.14,202.8
Female,1,No,70,Yes,Yes,Fiber optic,Two year,113.65,No,1.6007042253521127,7955.5
Male,0,No,3,Yes,No,DSL,Month-to-month,53.4,Yes,13.35,160.2
Male,1,No,53,Yes,Yes,Fiber optic,Month-to-month,101.9,Yes,1.887037037037037,5400.700000000001
Male,0,Yes,2,Yes,No,DSL,Two year,59.5,No,19.833333333333332,119.0
Female,0,Yes,29,Yes,No,Fiber optic,Month-to-month,87.8,No,2.9266666666666667,2546.2
Female,0,No,47,No,No,DSL,Two year,41.9,No,0.8729166666666667,1969.3
Female,0,Yes,68,Yes,Yes,Fiber optic,One year,83.0,Yes,1.2028985507246377,5644.0
Male,0,Yes,12,Yes,No,DSL,Month-to-month,69.85,No,5.373076923076923,838.1999999999999
Female,0,Yes,8,Yes,No,DSL,Month-to-month,56.3,No,6.2555555555555555,450.4
Male,0,No,54,Yes,Yes,Fiber optic,Month-to-month,109.55,No,1.9918181818181817,5915.7
Male,0,Yes,69,Yes,No,Fiber optic,Two year,92.15,No,1.3164285714285715,6358.35
Female,0,No,26,Yes,Yes,DSL,Month-to-month,69.5,No,2.574074074074074,1807.0
Female,0,No,72,Yes,Yes,Fiber optic,Two year,97.0,No,1.3287671232876712,6984.0
Female,0,No,70,No,No,DSL,Two year,58.35,No,0.821830985915493,4084.5
Male,0,Yes,1,Yes,No,DSL,Month-to-month,50.6,Yes,25.3,50.6
Male,0,No,10,Yes,No,Fiber optic,Month-to-month,89.5,Yes,8.136363636363637,895.0
Female,0,Yes,28,Yes,No,Fiber optic,One year,70.4,No,2.427586206896552,1971.2000000000003
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,69.8,Yes,34.9,69.8
Female,0,No,21,Yes,Yes,Fiber optic,Month-to-month,94.3,No,4.286363636363636,1980.3
Male,1,No,51,Yes,Yes,Fiber optic,Month-to-month,93.8,Yes,1.8038461538461539,4783.8
Female,0,Yes,53,Yes,No,DSL,One year,19.55,No,0.36203703703703705,1036.15
Male,0,Yes,53,Yes,No,Fiber optic,One year,95.95,No,1.776851851851852,5085.35
Male,0,No,24,Yes,Yes,Fiber optic,Month-to-month,101.05,Yes,4.042,2425.2
Female,0,No,70,Yes,Yes,DSL,Two year,94.8,No,1.3352112676056338,6636.0
Male,0,No,61,Yes,Yes,Fiber optic,One year,107.75,No,1.7379032258064515,6572.75
Female,0,No,11,Yes,No,DSL,One year,54.6,No,4.55,600.6
Male,0,No,2,Yes,No,Fiber optic,Month-to-month,71.3,No,23.766666666666666,142.6
Male,0,No,25,Yes,No,DSL,One year,19.5,No,0.75,487.5
Female,0,No,41,Yes,Yes,DSL,One year,56.3,No,1.3404761904761904,2308.2999999999997
Male,0,No,18,Yes,Yes,Fiber optic,Month-to-month,94.7,Yes,4.984210526315789,1704.6000000000001
Male,1,No,72,Yes,Yes,Fiber optic,Two year,104.15,Yes,1.4267123287671233,7498.8
Female,0,Yes,71,Yes,Yes,DSL,Two year,90.55,No,1.2576388888888888,6429.05
Female,0,Yes,34,Yes,No,DSL,One year,60.8,No,1.737142857142857,2067.2
Male,0,No,29,Yes,No,Fiber optic,Month-to-month,98.8,No,3.2933333333333334,2865.2
Male,1,No,40,Yes,No,Fiber optic,One year,98.15,No,2.3939024390243904,3926.0
Male,0,No,36,No,No,DSL,One year,35.35,No,0.9554054054054054,1272.6000000000001
Female,0,No,46,Yes,Yes,Fiber optic,One year,103.15,No,2.19468085106383,4744.900000000001
Female,0,No,58,Yes,Yes,Fiber optic,One year,107.75,No,1.826271186440678,6249.5
Male,0,No,39,Yes,Yes,Fiber optic,One year,81.4,No,2.035,3174.6000000000004
Male,0,Yes,4,Yes,No,DSL,Month-to-month,61.45,Yes,12.290000000000001,245.8
Female,0,Yes,52,Yes,Yes,Fiber optic,One year,95.7,No,1.8056603773584907,4976.400000000001
Male,1,No,70,Yes,Yes,Fiber optic,One year,104.8,No,1.476056338028169,7336.0
Male,1,No,65,Yes,No,Fiber optic,One year,70.95,No,1.075,4611.75
Male,0,No,1,Yes,No,DSL,Month-to-month,44.95,No,22.475,44.95
Female,0,No,70,Yes,Yes,Fiber optic,One year,97.65,No,1.3753521126760564,6835.5
Female,1,Yes,29,No,No,DSL,Month-to-month,35.65,No,1.1883333333333332,1033.85
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,90.55,Yes,45.275,90.55
Female,0,No,67,Yes,Yes,DSL,Two year,85.25,No,1.2536764705882353,5711.75
Female,0,No,1,Yes,No,DSL,Month-to-month,19.5,No,9.75,19.5
Female,0,No,26,Yes,No,Fiber optic,Month-to-month,88.8,Yes,3.2888888888888888,2308.7999999999997
Female,0,Yes,30,Yes,Yes,DSL,Two year,25.1,No,0.8096774193548387,753.0
Female,0,No,48,Yes,No,Fiber optic,Month-to-month,100.05,No,2.0418367346938773,4802.4
Female,0,Yes,55,Yes,No,DSL,Month-to-month,55.7,No,0.9946428571428572,3063.5
Male,0,No,7,Yes,Yes,Fiber optic,Month-to-month,85.2,Yes,10.65,596.4
Male,0,No,37,Yes,Yes,Fiber optic,Month-to-month,91.15,No,2.3986842105263158,3372.55
Female,0,No,31,Yes,No,Fiber optic,Month-to-month,83.85,No,2.6203125,2599.35
Male,0,No,4,Yes,No,DSL,Month-to-month,45.9,No,9.18,183.6
Male,0,Yes,72,Yes,Yes,DSL,Two year,25.1,No,0.3438356164383562,1807.2
Male,1,No,5,Yes,No,Fiber optic,Month-to-month,91.4,Yes,15.233333333333334,457.0
Male,0,Yes,1,Yes,No,DSL,Month-to-month,19.7,No,9.85,19.7
Female,1,No,15,Yes,No,Fiber optic,Month-to-month,91.5,No,5.71875,1372.5
Male,0,Yes,8,Yes,No,DSL,Month-to-month,51.3,No,5.699999999999999,410.4
Female,0,No,35,Yes,No,DSL,One year,21.1,No,0.5861111111111111,738.5
Female,1,No,56,Yes,Yes,Fiber optic,Month-to-month,104.75,No,1.837719298245614,5866.0
Male,0,No,42,Yes,Yes,Fiber optic,Month-to-month,106.15,Yes,2.468604651162791,4458.3
Male,1,Yes,65,Yes,Yes,Fiber optic,Month-to-month,85.75,No,1.2992424242424243,5573.75
Female,0,Yes,2,Yes,No,DSL,One year,20.3,No,6.766666666666667,40.6
Male,1,No,65,Yes,Yes,Fiber optic,One year,100.75,No,1.5265151515151516,6548.75
Female,0,No,18,Yes,Yes,Fiber optic,Month-to-month,74.15,No,3.9026315789473687,1334.7
Female,0,No,23,Yes,Yes,DSL,One year,78.55,No,3.2729166666666667,1806.6499999999999
Female,0,No,4,Yes,No,DSL,Month-to-month,45.3,Yes,9.059999999999999,181.2
Male,0,No,70,Yes,No,DSL,Two year,19.85,No,0.2795774647887324,1389.5
Female,0,No,4,Yes,Yes,DSL,Month-to-month,50.7,No,10.14,202.8
Male,0,No,19,Yes,No,DSL,Month-to-month,45.0,No,2.25,855.0
Female,0,No,18,Yes,No,Fiber optic,Month-to-month,77.8,No,4.094736842105263,1400.3999999999999
Female,1,No,38,Yes,No,Fiber optic,Month-to-month,83.45,No,2.1397435897435897,3171.1
Male,0,No,2,Yes,Yes,Fiber optic,Month-to-month,73.25,Yes,24.416666666666668,146.5
Male,0,No,47,Yes,Yes,Fiber optic,One year,94.8,No,1.9749999999999999,4455.599999999999
Female,0,Yes,52,Yes,No,DSL,Two year,20.1,No,0.37924528301886795,1045.2
