gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn
Female,1,No,32,Yes,Yes,Fiber optic,Month-to-month,85.95,Yes
Female,0,No,69,Yes,Yes,DSL,Two year,24.95,No
Female,1,No,16,Yes,No,DSL,Month-to-month,59.4,Yes
Male,1,Yes,68,Yes,No,DSL,One year,19.5,No
Male,0,No,16,Yes,No,Fiber optic,Month-to-month,69.95,No
Male,0,Yes,68,Yes,No,DSL,Two year,82.85,No
Male,0,No,4,Yes,No,DSL,Month-to-month,19,No
Female,0,Yes,26,No,No,DSL,Month-to-month,38.85,No
Female,0,No,29,No,No,DSL,Month-to-month,30.6,Yes
Male,0,Yes,5,Yes,No,DSL,Month-to-month,20.35,No
Male,0,No,70,Yes,Yes,Fiber optic,One year,95,No
Male,0,No,24,Yes,No,DSL,One year,74.4,No
Female,1,No,72,Yes,Yes,DSL,Two year,78.45,No
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,74.3,No
Male,0,No,70,No,No,DSL,One year,51.05,No
Female,0,Yes,36,Yes,No,DSL,Month-to-month,19.2,No
Female,1,No,38,Yes,Yes,Fiber optic,Month-to-month,99.55,Yes
Female,0,No,17,Yes,No,Fiber optic,Month-to-month,70,Yes
Female,0,Yes,41,Yes,Yes,Fiber optic,One year,109.1,No
Female,0,No,1,Yes,No,DSL,Month-to-month,45.3,Yes
Male,0,No,2,No,No,DSL,Month-to-month,29.85,Yes
Male,0,No,14,Yes,No,Fiber optic,Month-to-month,76.45,No
Male,1,No,2,Yes,No,Fiber optic,Month-to-month,95.1,Yes
Male,0,No,1,Yes,No,DSL,Month-to-month,19.8,Yes
Male,0,Yes,13,Yes,Yes,DSL,Month-to-month,72.8,No
Male,0,No,6,Yes,No,DSL,Month-to-month,18.95,No
Female,0,No,4,Yes,No,Fiber optic,Month-to-month,76.65,Yes
Female,0,Yes,5,Yes,No,Fiber optic,Month-to-month,99.15,Yes
Female,0,No,15,Yes,No,Fiber optic,Month-to-month,101.75,No
Female,0,No,47,Yes,No,Fiber optic,Month-to-month,75.45,No
Female,0,No,8,Yes,No,DSL,Month-to-month,64.1,No
Male,0,No,17,No,No,DSL,Month-to-month,25.65,No
Male,0,Yes,15,Yes,No,Fiber optic,Month-to-month,75.1,No
Female,0,No,26,Yes,No,Fiber optic,One year,95.85,No
Female,0,No,23,Yes,Yes,DSL,Month-to-month,54.4,No
Female,1,No,4,Yes,No,Fiber optic,Month-to-month,72.75,No
Male,0,Yes,29,Yes,No,DSL,One year,19.85,No
Female,0,No,25,Yes,No,DSL,Month-to-month,19.05,No
Male,0,No,9,Yes,No,DSL,Month-to-month,44.95,Yes
Male,0,No,18,Yes,No,DSL,Month-to-month,49.55,Yes
Male,1,No,3,Yes,Yes,Fiber optic,Month-to-month,94.85,No
Female,0,Yes,69,No,No,DSL,Two year,46.25,No
Male,0,No,14,Yes,No,DSL,One year,19.35,No
Male,0,No,19,Yes,Yes,DSL,Month-to-month,69.6,No
Male,1,No,39,Yes,Yes,Fiber optic,Month-to-month,90.7,No
Male,0,No,31,Yes,No,Fiber optic,Month-to-month,101.4,No
Male,0,Yes,24,Yes,No,DSL,One year,20.25,No
Male,0,No,14,Yes,No,DSL,Month-to-month,48.8,No
Female,0,No,64,Yes,No,DSL,Two year,74.35,No
Female,0,No,50,Yes,No,DSL,One year,19.35,No
Male,0,Yes,52,Yes,No,DSL,One year,68.75,No
Male,0,No,28,Yes,Yes,Fiber optic,One year,100.2,No
Female,0,No,21,Yes,No,DSL,Two year,20.85,No
Male,0,Yes,25,Yes,No,Fiber optic,Month-to-month,95.9,Yes
Female,0,No,17,Yes,No,DSL,One year,19.35,No
Male,0,No,58,No,No,DSL,One year,45,No
Male,1,No,17,Yes,No,Fiber optic,Month-to-month,81.5,Yes
Female,0,No,51,Yes,Yes,DSL,Two year,25.5,No
Male,0,Yes,72,No,No,DSL,Two year,48.9,No
Male,0,No,52,Yes,No,Fiber optic,Month-to-month,84.1,Yes
Female,0,No,27,Yes,No,DSL,Two year,19.6,No
Female,0,No,3,Yes,No,DSL,Month-to-month,20,No
Female,0,No,64,Yes,Yes,DSL,Two year,81.3,No
Female,0,No,45,Yes,No,Fiber optic,Two year,95.2,No
Male,1,No,3,No,No,DSL,Month-to-month,36.45,Yes
Female,0,No,71,Yes,Yes,DSL,Two year,83.3,No
Female,1,No,1,No,No,DSL,Month-to-month,25.05,Yes
Female,0,Yes,58,Yes,No,DSL,Two year,20.3,No
Male,0,Yes,34,Yes,No,Fiber optic,Month-to-month,89.85,No
Female,0,No,8,Yes,No,DSL,Month-to-month,49.85,Yes
Female,0,Yes,15,Yes,No,DSL,Month-to-month,19.8,No
Male,0,Yes,66,No,No,DSL,Two year,54.65,No
Male,1,No,12,No,No,DSL,Month-to-month,29.35,No
Male,0,No,58,Yes,No,DSL,Two year,19.15,No
Female,0,Yes,3,Yes,No,DSL,Two year,19.1,No
Female,1,No,43,No,No,DSL,Month-to-month,55.55,Yes
Female,0,No,9,Yes,No,Fiber optic,Month-to-month,80.55,No
Female,0,No,3,Yes,No,DSL,One year,20.25,No
Female,0,Yes,22,Yes,No,DSL,One year,69.5,Yes
Male,0,No,40,Yes,Yes,Fiber optic,One year,106,No
Female,0,No,68,Yes,Yes,DSL,Two year,25.5,No
Male,0,No,54,Yes,Yes,Fiber optic,Month-to-month,104.3,Yes
Female,0,No,50,Yes,Yes,DSL,Two year,79.6,No
Male,0,No,1,Yes,No,DSL,Month-to-month,55.25,No
Female,0,No,72,Yes,Yes,DSL,Two year,88.05,No
Male,0,Yes,40,Yes,No,DSL,One year,20.4,No
Female,0,Yes,72,Yes,Yes,Fiber optic,Two year,117.6,No
Female,0,No,6,Yes,No,DSL,Month-to-month,20,No
Female,0,No,5,Yes,No,DSL,Month-to-month,19.65,No
Male,0,No,48,Yes,Yes,DSL,One year,70.55,No
Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,93.85,Yes
Female,0,Yes,64,Yes,No,DSL,One year,65.8,No
Female,0,No,17,Yes,No,DSL,One year,20.05,No
Male,0,No,40,Yes,No,Fiber optic,Month-to-month,80,No
Female,0,Yes,41,No,No,DSL,One year,35.4,No
Male,1,No,51,Yes,Yes,Fiber optic,One year,79.6,No
Male,0,No,41,Yes,Yes,Fiber optic,Month-to-month,80.25,No
Female,0,Yes,1,Yes,No,DSL,Month-to-month,50.45,Yes
Female,0,No,2,Yes,No,DSL,Month-to-month,20.45,No
Male,0,No,68,Yes,No,Fiber optic,One year,79.6,No
Female,0,Yes,24,Yes,Yes,DSL,Two year,24.7,No
Male,0,No,70,Yes,Yes,DSL,Two year,77.3,No
Male,0,No,3,No,No,DSL,Month-to-month,29.75,No
Male,0,No,2,Yes,No,DSL,Month-to-month,44.9,No
Male,0,No,3,No,No,DSL,Month-to-month,29.8,No
Female,0,No,7,Yes,Yes,DSL,Month-to-month,74.65,Yes
Female,0,No,13,Yes,No,DSL,Month-to-month,71.95,No
Male,0,No,7,Yes,No,DSL,Month-to-month,20.75,No
Male,0,Yes,12,Yes,No,DSL,Month-to-month,56.3,No
Male,0,Yes,53,Yes,Yes,Fiber optic,One year,105.25,No
Female,0,No,12,Yes,Yes,Fiber optic,Month-to-month,94.2,Yes
Male,0,Yes,63,Yes,No,DSL,Two year,19.55,No
Female,0,No,15,Yes,No,DSL,Month-to-month,84.45,No
Male,0,Yes,36,Yes,No,DSL,One year,53.65,No
Male,1,No,4,No,No,DSL,Month-to-month,29.9,No
Female,0,Yes,24,Yes,No,DSL,Two year,19.7,No
Female,0,No,61,No,No,DSL,One year,43.7,No
Male,0,No,16,Yes,Yes,DSL,Month-to-month,55.3,No
Male,0,Yes,65,Yes,No,DSL,Two year,19.85,No
Female,0,Yes,26,Yes,No,DSL,Two year,19.65,No
Male,0,No,16,Yes,No,DSL,Month-to-month,49.45,No
Female,0,No,54,Yes,Yes,Fiber optic,One year,106.55,Yes
Male,0,No,1,Yes,No,DSL,Month-to-month,20.1,Yes
Male,0,Yes,5,Yes,No,DSL,Two year,20.45,No
Female,0,No,19,No,No,DSL,Month-to-month,39.7,No
Male,0,No,10,Yes,Yes,DSL,Month-to-month,54.5,No
Female,0,Yes,23,Yes,No,Fiber optic,Month-to-month,83.8,Yes
Male,0,No,3,Yes,No,DSL,Month-to-month,55.15,Yes
Female,0,No,72,Yes,Yes,Fiber optic,Two year,111.6,No
Male,1,No,10,Yes,Yes,Fiber optic,Month-to-month,86.65,Yes
Female,0,Yes,10,Yes,No,DSL,Month-to-month,55.55,No
Male,0,No,11,Yes,No,DSL,One year,20.55,No
Female,1,No,37,Yes,Yes,Fiber optic,Month-to-month,106.75,Yes
Male,0,Yes,17,Yes,Yes,DSL,One year,62.1,No
Female,0,Yes,36,Yes,Yes,Fiber optic,Month-to-month,104.5,No
Male,1,No,17,Yes,No,Fiber optic,Month-to-month,101.8,No
Female,1,Yes,66,Yes,Yes,Fiber optic,One year,110.6,No
Male,0,Yes,61,Yes,No,DSL,One year,84.9,No
Male,0,No,22,Yes,No,Fiber optic,Month-to-month,93.2,No
Male,0,No,1,No,No,DSL,Month-to-month,24.4,No
Female,0,No,6,Yes,No,Fiber optic,Month-to-month,70.55,No
Male,0,No,31,Yes,No,Fiber optic,Month-to-month,78.45,Yes
Female,0,Yes,68,Yes,No,DSL,Two year,85,No
Female,0,Yes,34,Yes,Yes,Fiber optic,Month-to-month,87.45,Yes
Female,0,Yes,52,Yes,No,Fiber optic,Month-to-month,85.8,No
Female,0,Yes,10,Yes,No,Fiber optic,Month-to-month,91.1,No
Male,0,Yes,29,Yes,No,Fiber optic,Month-to-month,70.75,Yes
Female,0,Yes,72,Yes,No,DSL,Two year,20.1,No
Male,0,Yes,47,Yes,No,DSL,One year,20.05,No
Male,0,Yes,24,Yes,Yes,DSL,One year,74.8,No
Male,0,No,65,Yes,Yes,DSL,One year,24.8,No
Female,0,No,4,Yes,Yes,Fiber optic,Month-to-month,100.85,No
Male,1,No,12,Yes,Yes,Fiber optic,Month-to-month,101.35,Yes
Male,0,No,1,Yes,Yes,Fiber optic,Month-to-month,81.7,Yes
Male,0,No,33,Yes,No,Fiber optic,Month-to-month,68.25,Yes
Female,0,No,34,Yes,No,Fiber optic,Month-to-month,105.1,No
Female,0,No,14,Yes,No,DSL,Two year,20.4,No
Female,0,No,4,Yes,No,Fiber optic,Month-to-month,79.15,Yes
Male,0,Yes,13,Yes,No,DSL,One year,20,No
Female,0,Yes,65,Yes,Yes,DSL,Two year,79.4,No
Male,0,Yes,23,Yes,No,DSL,One year,57.2,No
Male,0,No,55,Yes,No,DSL,Two year,58.6,No
Male,0,No,49,Yes,No,Fiber optic,Two year,94.8,No
Male,0,No,60,Yes,Yes,Fiber optic,One year,102.5,No
Female,0,Yes,69,Yes,No,DSL,One year,20.35,No
Male,0,No,40,Yes,Yes,Fiber optic,Month-to-month,84.9,No
Male,0,No,67,Yes,No,DSL,Two year,69.2,No
Male,1,No,35,Yes,Yes,Fiber optic,Month-to-month,95.45,Yes
Male,0,Yes,19,Yes,Yes,Fiber optic,One year,100.95,Yes
Female,0,Yes,13,Yes,No,DSL,Two year,20.85,No
Female,0,Yes,41,Yes,Yes,Fiber optic,Month-to-month,88.5,No
Female,0,No,4,No,No,DSL,Month-to-month,35,No
Female,0,Yes,24,Yes,No,DSL,Month-to-month,55.15,No
Female,0,No,5,No,No,DSL,Month-to-month,50.95,No
Female,0,No,5,Yes,Yes,DSL,Month-to-month,64,No
Female,0,Yes,1,Yes,No,Fiber optic,Month-to-month,69.1,Yes
Female,0,Yes,72,Yes,Yes,DSL,Two year,80.2,No
Female,0,No,24,Yes,No,DSL,Month-to-month,49.3,No
Female,0,No,42,Yes,Yes,DSL,Two year,84.35,No
Female,0,No,4,Yes,No,DSL,Month-to-month,20.05,No
Male,0,No,68,Yes,Yes,Fiber optic,One year,117.2,No
Female,0,Yes,33,Yes,No,DSL,One year,20.1,No
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,69.6,Yes
Male,0,No,31,Yes,Yes,Fiber optic,One year,103.45,Yes
Female,0,No,4,Yes,Yes,Fiber optic,Month-to-month,77.95,Yes
Male,1,No,69,Yes,Yes,Fiber optic,Two year,109.95,No
Male,1,No,38,Yes,Yes,Fiber optic,Month-to-month,94.75,No
Female,0,Yes,3,Yes,No,Fiber optic,Month-to-month,80,No
Female,0,Yes,48,Yes,Yes,DSL,Two year,79.65,No
Female,0,No,15,Yes,Yes,DSL,Two year,25.2,No
Female,0,No,25,Yes,No,DSL,One year,19.9,No
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,78.45,Yes
Female,0,No,48,No,No,DSL,Month-to-month,44.8,No
Male,0,No,1,Yes,No,DSL,Month-to-month,20.3,No
Male,0,No,1,Yes,No,DSL,Month-to-month,19.2,No
Female,0,No,37,Yes,No,Fiber optic,One year,80.05,No
Male,1,No,66,Yes,Yes,Fiber optic,One year,107.35,No
Female,0,No,26,No,No,DSL,One year,47.85,No
Male,0,No,63,Yes,No,DSL,One year,70.8,No
Male,0,No,10,No,No,DSL,Month-to-month,29.5,Yes
Female,0,No,2,Yes,No,DSL,Month-to-month,70.75,Yes
Male,1,No,18,Yes,No,DSL,Month-to-month,59.1,No
Female,0,No,64,Yes,Yes,DSL,Two year,25.55,No
Female,1,No,9,Yes,Yes,Fiber optic,Month-to-month,84.45,Yes
Female,0,Yes,28,Yes,No,DSL,Month-to-month,20.25,No
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,75.55,No
Male,0,No,4,Yes,Yes,Fiber optic,Month-to-month,85.65,Yes
Male,1,No,38,Yes,No,DSL,One year,70.15,Yes
Male,0,No,66,Yes,Yes,Fiber optic,One year,95.3,No
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,70.25,No
Female,0,No,18,Yes,No,DSL,Month-to-month,50.3,No
Male,1,No,51,Yes,Yes,Fiber optic,Month-to-month,97.8,Yes
Male,0,Yes,0,Yes,No,DSL,Two year,19.85,No
Male,0,No,1,Yes,No,DSL,Month-to-month,46.3,Yes
Male,0,Yes,12,Yes,No,DSL,Two year,19.35,No
Female,0,No,41,Yes,Yes,Fiber optic,Month-to-month,106.3,Yes
Male,0,No,12,Yes,Yes,DSL,Month-to-month,25,No
Female,0,Yes,55,Yes,No,DSL,Two year,20.3,No
Female,0,No,7,Yes,Yes,Fiber optic,Month-to-month,75.35,No
Female,0,No,12,Yes,No,Fiber optic,Month-to-month,89.4,Yes
Female,0,Yes,68,Yes,Yes,DSL,Two year,88,No
Female,1,No,5,Yes,Yes,Fiber optic,Month-to-month,83.15,Yes
Female,1,No,49,Yes,No,DSL,Month-to-month,43.8,No
Male,0,No,40,No,No,DSL,One year,62.05,No
Female,0,No,16,Yes,No,DSL,One year,20.1,No
Male,0,No,10,Yes,Yes,Fiber optic,Month-to-month,74.15,Yes
Female,0,No,72,Yes,Yes,Fiber optic,One year,101.35,No
Female,1,No,2,Yes,Yes,Fiber optic,Month-to-month,84.05,No
Male,0,Yes,23,Yes,No,DSL,Two year,20.9,No
Female,1,No,71,Yes,Yes,Fiber optic,One year,105.9,No
Female,0,No,11,Yes,Yes,Fiber optic,Month-to-month,99.5,Yes
Male,0,No,1,Yes,No,DSL,Month-to-month,44.15,Yes
Female,0,No,16,Yes,No,DSL,Month-to-month,53.9,Yes
Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,85.45,Yes
Male,0,No,12,Yes,No,Fiber optic,Month-to-month,85.05,No
Female,0,No,54,No,No,DSL,One year,44.1,No
Female,0,No,68,Yes,Yes,Fiber optic,Two year,90.2,No
Female,0,Yes,4,Yes,Yes,DSL,Month-to-month,50.85,Yes
Female,0,Yes,1,Yes,No,DSL,Month-to-month,59.2,Yes
Male,0,No,27,Yes,No,DSL,Month-to-month,53.45,No
Male,0,No,21,Yes,No,DSL,Month-to-month,19.95,No
Male,0,No,13,Yes,No,Fiber optic,Month-to-month,83.2,Yes
Female,1,No,64,Yes,Yes,DSL,Month-to-month,74.65,No
Female,0,No,1,Yes,No,DSL,Month-to-month,54.9,Yes
Male,0,No,57,No,No,DSL,Two year,57.5,No
Female,0,No,21,Yes,Yes,Fiber optic,Month-to-month,103.9,Yes
Male,0,No,19,Yes,No,DSL,Two year,19.65,No
Male,0,No,31,Yes,No,Fiber optic,One year,93.8,No
Male,0,No,52,Yes,Yes,DSL,Two year,89.25,No
Female,0,No,46,Yes,Yes,Fiber optic,One year,94.15,No
Female,1,No,11,Yes,Yes,DSL,Month-to-month,55.6,No
Female,0,Yes,53,No,No,DSL,Month-to-month,48.7,No
Female,0,Yes,11,Yes,No,DSL,Month-to-month,19.25,Yes
Male,1,No,57,Yes,Yes,Fiber optic,Month-to-month,104.9,No
Female,1,No,2,Yes,Yes,Fiber optic,Month-to-month,75.45,Yes
Female,1,No,2,Yes,No,DSL,Month-to-month,54.85,Yes
Female,0,Yes,71,Yes,No,DSL,Two year,19.9,No
Female,0,Yes,1,Yes,No,DSL,Month-to-month,19.4,No
Male,0,No,68,Yes,Yes,DSL,Two year,25.05,No
Male,0,No,72,Yes,No,DSL,Two year,84.45,No
Female,0,No,2,Yes,No,DSL,Month-to-month,19.3,No
Male,1,No,1,Yes,Yes,Fiber optic,Month-to-month,95.1,Yes
Female,0,No,41,Yes,No,DSL,One year,79.85,No
Male,0,Yes,72,Yes,Yes,DSL,Two year,25.55,No
Male,0,No,6,Yes,Yes,Fiber optic,Month-to-month,75.5,Yes
Female,0,Yes,4,Yes,No,Fiber optic,Month-to-month,73.75,Yes
Male,0,No,12,Yes,Yes,Fiber optic,Month-to-month,96.05,Yes
Female,0,No,58,Yes,Yes,DSL,One year,68.4,No
Female,0,No,7,Yes,No,DSL,Month-to-month,20.65,No
Female,0,No,65,Yes,No,DSL,Month-to-month,55.15,No
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,70.6,No
Male,0,No,56,Yes,No,DSL,One year,19.95,No
Male,0,No,4,Yes,No,DSL,Month-to-month,19,No
Female,0,Yes,58,Yes,No,DSL,One year,44.1,No
Male,0,No,62,Yes,Yes,Fiber optic,Two year,107.6,No
Male,0,No,26,Yes,Yes,DSL,One year,61.55,No
Male,0,No,62,Yes,Yes,Fiber optic,Month-to-month,90.7,No
Female,0,Yes,58,Yes,No,Fiber optic,One year,99.25,No
Female,0,No,68,Yes,Yes,DSL,Two year,91.7,No
Female,0,Yes,61,Yes,Yes,Fiber optic,One year,100.7,No
Female,0,No,42,Yes,Yes,DSL,Two year,78.45,No
Male,0,No,18,Yes,Yes,Fiber optic,Month-to-month,84.3,No
Female,0,No,56,Yes,No,DSL,Two year,19.55,No
Female,0,No,4,Yes,Yes,Fiber optic,Month-to-month,88.95,Yes
Female,0,No,4,Yes,No,DSL,Month-to-month,20.45,No
Female,0,Yes,35,Yes,No,DSL,One year,55.6,No
Female,0,Yes,64,Yes,Yes,Fiber optic,Month-to-month,86.8,No
Female,0,No,31,Yes,No,DSL,One year,20.95,No
Female,1,No,67,Yes,No,DSL,Two year,20.05,No
Female,0,No,4,Yes,No,DSL,Month-to-month,50.7,Yes
Female,1,No,70,Yes,Yes,Fiber optic,Two year,113.65,No
Male,0,No,3,Yes,No,DSL,Month-to-month,53.4,Yes
Male,1,No,53,Yes,Yes,Fiber optic,Month-to-month,101.9,Yes
Male,0,Yes,2,Yes,No,DSL,Two year,59.5,No
Female,0,Yes,29,Yes,No,Fiber optic,Month-to-month,87.8,No
Female,0,No,47,No,No,DSL,Two year,41.9,No
Female,0,Yes,68,Yes,Yes,Fiber optic,One year,83,Yes
Male,0,Yes,12,Yes,No,DSL,Month-to-month,69.85,No
Female,0,Yes,8,Yes,No,DSL,Month-to-month,56.3,No
Male,0,No,54,Yes,Yes,Fiber optic,Month-to-month,109.55,No
Male,0,Yes,69,Yes,No,Fiber optic,Two year,92.15,No
Female,0,No,26,Yes,Yes,DSL,Month-to-month,69.5,No
Female,0,No,72,Yes,Yes,Fiber optic,Two year,97,No
Female,0,No,70,No,No,DSL,Two year,58.35,No
Male,0,Yes,1,Yes,No,DSL,Month-to-month,50.6,Yes
Male,0,No,10,Yes,No,Fiber optic,Month-to-month,89.5,Yes
Female,0,Yes,28,Yes,No,Fiber optic,One year,70.4,No
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,69.8,Yes
Female,0,No,21,Yes,Yes,Fiber optic,Month-to-month,94.3,No
Male,1,No,51,Yes,Yes,Fiber optic,Month-to-month,93.8,Yes
Female,0,Yes,53,Yes,No,DSL,One year,19.55,No
Male,0,Yes,53,Yes,No,Fiber optic,One year,95.95,No
Male,0,No,24,Yes,Yes,Fiber optic,Month-to-month,101.05,Yes
Female,0,No,70,Yes,Yes,DSL,Two year,94.8,No
Male,0,No,61,Yes,Yes,Fiber optic,One year,107.75,No
Female,0,No,11,Yes,No,DSL,One year,54.6,No
Male,0,No,2,Yes,No,Fiber optic,Month-to-month,71.3,No
Male,0,No,25,Yes,No,DSL,One year,19.5,No
Female,0,No,41,Yes,Yes,DSL,One year,56.3,No
Male,0,No,18,Yes,Yes,Fiber optic,Month-to-month,94.7,Yes
Male,1,No,72,Yes,Yes,Fiber optic,Two year,104.15,Yes
Female,0,Yes,71,Yes,Yes,DSL,Two year,90.55,No
Female,0,Yes,34,Yes,No,DSL,One year,60.8,No
Male,0,No,29,Yes,No,Fiber optic,Month-to-month,98.8,No
Male,1,No,40,Yes,No,Fiber optic,One year,98.15,No
Male,0,No,36,No,No,DSL,One year,35.35,No
Female,0,No,46,Yes,Yes,Fiber optic,One year,103.15,No
Female,0,No,58,Yes,Yes,Fiber optic,One year,107.75,No
Male,0,No,39,Yes,Yes,Fiber optic,One year,81.4,No
Male,0,Yes,4,Yes,No,DSL,Month-to-month,61.45,Yes
Female,0,Yes,52,Yes,Yes,Fiber optic,One year,95.7,No
Male,1,No,70,Yes,Yes,Fiber optic,One year,104.8,No
Male,1,No,65,Yes,No,Fiber optic,One year,70.95,No
Male,0,No,1,Yes,No,DSL,Month-to-month,44.95,No
Female,0,No,70,Yes,Yes,Fiber optic,One year,97.65,No
Female,1,Yes,29,No,No,DSL,Month-to-month,35.65,No
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,90.55,Yes
Female,0,No,67,Yes,Yes,DSL,Two year,85.25,No
Female,0,No,1,Yes,No,DSL,Month-to-month,19.5,No
Female,0,No,26,Yes,No,Fiber optic,Month-to-month,88.8,Yes
Female,0,Yes,30,Yes,Yes,DSL,Two year,25.1,No
Female,0,No,48,Yes,No,Fiber optic,Month-to-month,100.05,No
Female,0,Yes,55,Yes,No,DSL,Month-to-month,55.7,No
Male,0,No,7,Yes,Yes,Fiber optic,Month-to-month,85.2,Yes
Male,0,No,37,Yes,Yes,Fiber optic,Month-to-month,91.15,No
Female,0,No,31,Yes,No,Fiber optic,Month-to-month,83.85,No
Male,0,No,4,Yes,No,DSL,Month-to-month,45.9,No
Male,0,Yes,72,Yes,Yes,DSL,Two year,25.1,No
Male,1,No,5,Yes,No,Fiber optic,Month-to-month,91.4,Yes
Male,0,Yes,1,Yes,No,DSL,Month-to-month,19.7,No
Female,1,No,15,Yes,No,Fiber optic,Month-to-month,91.5,No
Male,0,Yes,8,Yes,No,DSL,Month-to-month,51.3,No
Female,0,No,35,Yes,No,DSL,One year,21.1,No
Female,1,No,56,Yes,Yes,Fiber optic,Month-to-month,104.75,No
Male,0,No,42,Yes,Yes,Fiber optic,Month-to-month,106.15,Yes
Male,1,Yes,65,Yes,Yes,Fiber optic,Month-to-month,85.75,No
Female,0,Yes,2,Yes,No,DSL,One year,20.3,No
Male,1,No,65,Yes,Yes,Fiber optic,One year,100.75,No
Female,0,No,18,Yes,Yes,Fiber optic,Month-to-month,74.15,No
Female,0,No,23,Yes,Yes,DSL,One year,78.55,No
Female,0,No,4,Yes,No,DSL,Month-to-month,45.3,Yes
Male,0,No,70,Yes,No,DSL,Two year,19.85,No
Female,0,No,4,Yes,Yes,DSL,Month-to-month,50.7,No
Male,0,No,19,Yes,No,DSL,Month-to-month,45,No
Female,0,No,18,Yes,No,Fiber optic,Month-to-month,77.8,No
Female,1,No,38,Yes,No,Fiber optic,Month-to-month,83.45,No
Male,0,No,2,Yes,Yes,Fiber optic,Month-to-month,73.25,Yes
Male,0,No,47,Yes,Yes,Fiber optic,One year,94.8,No
Female,0,Yes,52,Yes,No,DSL,Two year,20.1,No
Male,0,No,9,Yes,Yes,DSL,Month-to-month,59.9,No
Female,0,No,26,Yes,Yes,DSL,One year,90.1,No
Male,0,Yes,8,Yes,No,DSL,Month-to-month,51.05,Yes
Male,0,No,44,Yes,No,DSL,One year,70.95,No
Female,0,No,3,No,No,DSL,Month-to-month,29.2,No
Male,0,No,2,Yes,No,DSL,Month-to-month,46.6,No
Female,0,Yes,9,Yes,Yes,Fiber optic,Month-to-month,85.35,Yes
Male,1,No,1,Yes,Yes,Fiber optic,Month-to-month,75.35,Yes
Male,0,No,25,Yes,No,Fiber optic,Month-to-month,74.3,No
Female,1,No,2,Yes,No,Fiber optic,Month-to-month,69.3,No
Male,0,No,43,Yes,No,Fiber optic,Month-to-month,75.2,Yes
Female,0,No,1,Yes,No,DSL,Month-to-month,20.9,Yes
Female,0,No,58,Yes,Yes,Fiber optic,One year,94.3,No
Female,0,Yes,59,Yes,Yes,DSL,Two year,76.45,No
Male,0,No,44,No,No,DSL,One year,54,No
Male,0,No,66,Yes,Yes,Fiber optic,One year,104.25,No
Male,0,Yes,68,Yes,No,DSL,Two year,19.95,No
Male,0,No,9,No,No,DSL,Month-to-month,24.95,No
Male,0,No,19,Yes,Yes,Fiber optic,Month-to-month,84.75,No
Male,0,No,4,Yes,No,DSL,Month-to-month,19.75,No
Female,0,No,70,Yes,Yes,Fiber optic,Two year,113.65,No
Male,0,No,1,Yes,No,DSL,Month-to-month,44.9,No
Female,0,No,8,Yes,Yes,Fiber optic,Month-to-month,75.25,No
Male,0,No,53,Yes,Yes,DSL,Two year,24.6,No
Male,1,No,51,Yes,Yes,DSL,One year,25,No
Male,0,Yes,11,Yes,No,DSL,Month-to-month,20.95,No
Male,0,Yes,60,Yes,Yes,Fiber optic,Two year,110.6,No
Male,0,No,17,Yes,No,DSL,Month-to-month,55.5,No
Male,0,No,3,Yes,No,DSL,Month-to-month,43.3,Yes
Male,0,No,70,Yes,No,Fiber optic,One year,109.5,Yes
Male,0,No,1,Yes,No,DSL,Month-to-month,19.45,No
Male,1,No,43,Yes,Yes,Fiber optic,Month-to-month,84.85,No
Female,0,No,16,Yes,No,DSL,Month-to-month,19.6,No
Female,0,Yes,57,Yes,No,DSL,One year,53.45,No
Male,0,Yes,37,Yes,No,DSL,One year,19.8,No
Female,0,No,72,Yes,Yes,Fiber optic,Two year,112.1,No
Female,1,No,11,Yes,Yes,Fiber optic,Month-to-month,84.8,Yes
Female,1,No,50,Yes,Yes,Fiber optic,Month-to-month,95.05,Yes
Male,1,No,5,Yes,No,DSL,Month-to-month,50.35,Yes
Male,0,No,1,Yes,Yes,Fiber optic,Month-to-month,74.6,Yes
Male,0,No,16,Yes,No,DSL,Month-to-month,19.7,Yes
Male,1,No,2,Yes,No,Fiber optic,Month-to-month,74.2,No
Female,0,No,17,Yes,Yes,DSL,Month-to-month,69,No
Female,0,No,16,Yes,No,DSL,One year,19.35,No
Female,0,No,15,Yes,No,DSL,Month-to-month,59.45,Yes
Female,0,No,10,Yes,No,DSL,One year,19.8,No
Female,0,Yes,46,Yes,No,Fiber optic,One year,105.2,Yes
Male,0,Yes,64,Yes,Yes,Fiber optic,Two year,109.2,No
Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,79.15,No
Male,0,Yes,25,Yes,No,DSL,One year,53.65,No
